1|19|11|2020|9.31|10.30|17|1000000000|0







1|30|10|2020|9.01|10.30|17|1000000000|0







1|10|11|2020|15.31|16.30|22|111111111|0



1|26|11|2020|10.01|12.00|17|1000000000|0



1|2|11|2020|15.01|15.30|4|1000000000|1



5|2|11|2020|9.01|10.00|10|100|0



1|9|12|2020|9.31|10.30|17|1000000000|0



1|5|11|2020|9.31|11.00|17|1000000000|0



1|3|11|2020|9.01|12.00|17|1000000000|0



1|19|11|2020|15.01|16.00|4|1000000000|1



1|9|11|2020|10.01|12.00|17|1000000000|0



1|9|11|2020|12.01|14.00|17|1000000000|0



5|6|11|2020|11.31|12.00|10|1000000000|0



1|13|11|2020|13.01|14.00|9|1000000000|0



1|25|11|2020|9.31|11.00|17|1000000000|0



5|27|11|2020|11.01|12.00|19|1000000000|0



5|12|11|2020|9.01|10.30|17|1000000000|0



1|12|11|2020|10.31|17.30|1|1000000000|0



1|11|11|2020|15.01|17.00|9|1000000000|0

1|10|11|2020|14.31|15.30|8|1000000000|0

1|24|11|2020|10.01|12.00|17|1000000000|0

5|13|11|2020|11.01|13.00|23|1000000000|0

5|16|11|2020|11.01|13.00|23|1000000000|0

1|13|11|2020|9.01|10.30|17|1000000000|0

1|18|11|2020|15.31|16.30|9|1000000000|0

1|25|11|2020|15.01|16.00|8|1000000000|0

1|13|11|2020|14.31|15.30|12|1000000000|0

5|16|11|2020|14.01|16.00|23|1000000000|0

1|13|11|2020|11.01|12.00|19|1|0

1|16|11|2020|9.01|11.00|17|1000000000|0
1|18|11|2020|9.01|11.00|17|1000000000|0
1|18|12|2020|15.01|16.00|4|1000000000|1
1|26|11|2020|12.01|13.30|17|1000000000|0
1|23|11|2020|15.01|16.00|1|1111111111|0
1|3|12|2020|15.01|16.00|4|1000000000|1
1|30|11|2020|9.31|10.30|17|1000000000|0
1|30|11|2020|9.31|10.30|17|1000000000|0
1|24|11|2020|9.01|10.00|17|1000000000|0
5|02|12|2020|14.31|16.00|4|1000000000|0
